Title,Author,Year,Language,CoverType,Links,Price,Discount
Greek Myths,Robert Graves,2017.0,English,Paperback,https://www.libristo.pl/book/the-greek-myths-complete-edition.html,78.49,16
Ascent of Money,Niall Ferguson,2009.0,English,Paperback,https://www.libristo.pl/book/the-ascent-of-money-der-aufstieg-des-geldes-englische-ausgabe.html,77.73,14
Manga Messiah,Hidenori Kumai,2007.0,English,Paperback,https://www.libristo.pl/book/manga-messiah.html,60.64,16
Machiavelli: The Art of Teaching People What to Fear,"Patrick Boucheron, Willard Wood",2020.0,English,Paperback,https://www.libristo.pl/book/machiavelli_22498998.html,89.79,0
"NRSV, Catholic Bible, Gift Edition, Leathersoft, Teal, Comfort Print",Thomas Nelson,2020.0,English,Hardback,https://www.libristo.pl/book/nrsv-catholic-bible-gift-edition-leathersoft-teal-comfort-print_25258684.html,142.37,1
Meditations of Marcus Aurelius,Marcus,2005.0,English,Paperback,https://www.libristo.pl/book/meditations-of-marcus-aurelius-8759636.html,85.7,0
Bannockburn 1314,Peter Armstrong,2002.0,English,Paperback,https://www.libristo.pl/book/bannockburn-1314-1262343.html,95.67,10
Zen Golf,Joseph Parent,2005.0,English,Hardback,https://www.libristo.pl/book/zen-golf.html,68.24,16
Leviathan,Thomas Hobbes,2008.0,English,Paperback,https://www.libristo.pl/book/leviathan-4035316.html,44.7,15
Return of the God Hypothesis,Stephen C Meyer,2021.0,English,Hardback,https://www.libristo.pl/book/return-of-the-god-hypothesis_20293646.html,136.49,5
Prayers of the Cosmos,Neil Douglas-Klotz,2009.0,English,Paperback,https://www.libristo.pl/book/prayers-of-the-cosmos.html,78.11,5
How to Think Like a Roman Emperor,Donald Robertson,2019.0,English,Hardback,https://www.libristo.pl/book/how-to-think-like-a-roman-emperor-the-stoic-philosophy-of-marcus-aurelius_20910734.html,136.49,5
Secret of the Golden Flower,"Tung-Pin Lu, Richard Wilhelm",1970.0,English,Paperback,https://www.libristo.pl/book/secret-of-the-golden-flower-10975945.html,73.93,6
Triumph of Christianity,Bart D Ehrman,2019.0,English,Paperback,https://www.libristo.pl/book/triumph-of-christianity_20262283.html,52.1,24
Till We Have Faces,C.S. Lewis,2020.0,English,Paperback,https://www.libristo.pl/book/till-we-have-faces_25193077.html,52.86,16
Evolution of Civilizations,Carroll Quigley,0.0,English,Paperback,https://www.libristo.pl/book/evolution-of-civilizations.html,67.67,0
Tibetan Book Of Living And Dying,Sogyal Rinpoche,2008.0,English,Paperback,https://www.libristo.pl/book/tibetan-book-of-living-and-dying.html,78.49,16
"Health, Healing, and Beyond",TKV Desikachar,2011.0,English,Paperback,https://www.libristo.pl/book/health-healing-and-beyond.html,107.44,5
The Romantic Manifesto,Ayn Rand,1975.0,English,Paperback,https://www.libristo.pl/book/the-romantic-manifesto.html,48.87,5
Living with the Himalayan Masters,Rama Swami,1999.0,English,Paperback,https://www.libristo.pl/book/living-with-the-himalayan-masters.html,94.34,2
Compendium of the Catechism of the Catholic Church,-,2006.0,English,Paperback,https://www.libristo.pl/book/compendium-of-the-catechism-of-the-catholic-church.html,57.8,16
Conversations With God,Neale Donald Walsch,1997.0,English,Paperback,https://www.libristo.pl/book/conversations-with-god.html,54.0,14
Skin in the Game,NASSIM NICHOL TALEB,2020.0,English,Paperback,https://www.libristo.pl/book/skin-in-the-game_20792066.html,54.0,14
Tao Te Ching,Lao Tzu,2003.0,English,Paperback,https://www.libristo.pl/book/tao-te-ching-4024241.html,47.55,16
Hamlet's Mill,Giorgio Santillana,1992.0,English,Paperback,https://www.libristo.pl/book/hamlet-s-mill.html,129.08,2
Unfettered Mind,Takuan Soho,2012.0,English,Paperback,https://www.libristo.pl/book/unfettered-mind.html,90.54,5
Three Books of Enoch and the Book of Giants,"Paul C. Schnieders, Robert H. Charles, W. B. Henning",2017.0,English,Paperback,https://www.libristo.pl/book/3-bks-of-enoch-the-bk-of-gia.html,103.07,0
As a Man Thinketh,James Allen,2017.0,English,Paperback,https://www.libristo.pl/book/as-a-man-thinketh-15977966.html,49.44,0
Beyond Good and Evil,Friedrich Nietzsche,2018.0,English,Paperback,https://www.libristo.pl/book/beyond-good-and-evil-18650955.html,37.29,16
Time Traveller's Guide to Medieval England,Ian Mortimer,2009.0,English,Paperback,https://www.libristo.pl/book/time-traveller-s-guide-to-medieval-england.html,54.0,14
Holy Bible: English Standard Version (ESV) Anglicised Black Gift and Award edition,Collins Anglicised ESV Bibles,2012.0,English,Paperback,https://www.libristo.pl/book/holy-bible-4452207.html,57.99,16
The Lessons of History,"Will Durant, Ariel Durant",2010.0,English,Paperback,https://www.libristo.pl/book/lessons-of-history.html,52.86,16
Diary of a Young Girl,Anne Frank,1997.0,English,Paperback,https://www.libristo.pl/book/diary-of-a-young-girl-5073629.html,29.23,13
Nicomachean Ethics,Aristotle,2020.0,English,Paperback,https://www.libristo.pl/book/the-nicomachean-ethics-6569130.html,54.0,14
God Delusion,Richard Dawkins,2016.0,English,Paperback,https://www.libristo.pl/book/the-god-delusion-10th-anniversary-edition.html,44.7,15
As a Man Thinketh,James Allen,1999.0,English,Paperback,https://www.libristo.pl/book/as-a-man-thinketh-4174791.html,30.08,6
The Book of Joy,"Dalai Lama, Desmond Tutu, Douglas C. Abrams",2016.0,English,Hardback,https://www.libristo.pl/book/book-of-joy-10958227.html,72.23,14
The Greatest Salesman in the World,Og Mandino,0.0,English,Paperback,https://www.libristo.pl/book/greatest-salesman-in-the-world-2231736.html,44.7,6
The Rape of Nanking,Iris Chang,2012.0,English,Paperback,https://www.libristo.pl/book/rape-of-nanking.html,80.01,14
Tao Of Wu,The RZA,2010.0,English,Paperback,https://www.libristo.pl/book/tao-of-wu.html,82.29,6
The Lesser Key of Solomon,"Aleister Crowley, S. L. MacGregor Mathers",2016.0,English,Hardback,https://www.libristo.pl/book/the-lesser-key-of-solomon-14540030.html,115.41,0
Dying Every Day,James Romm,2014.0,English,Paperback,https://www.libristo.pl/book/dying-every-day.html,72.23,14
Between Past and Future,"Hannah Arendt, Jerome Kohn",2006.0,English,Paperback,https://www.libristo.pl/book/between-past-and-future-10974083.html,90.54,6
Ockham: Philosophical Writings,William Ockham,1990.0,English,Paperback,https://www.libristo.pl/book/philosophical-writings-5125158.html,124.34,5
Central Glasgow 1893,Gilbert Bell,2011.0,English,Map,https://www.libristo.pl/book/central-glasgow-1893.html,22.2,4
Future in Ruins,Lynn Meskell,2018.0,English,Hardback,https://www.libristo.pl/book/future-in-ruins.html,153.67,0
Not Yet Married,Marshall Segal,2017.0,English,Paperback,https://www.libristo.pl/book/not-yet-married-the-pursuit-of-joy-in-singleness-and-dating.html,68.24,16
Islands of Abandonment,Cal Flyn,2021.0,English,Paperback,https://www.libristo.pl/book/islands-of-abandonment_32627008.html,68.24,16
Fix the Pumps,Darcy S. O´Neil,2010.0,English,Paperback,https://www.libristo.pl/book/fix-the-pumps.html,89.6,0
Reign of Quantity and the Signs of the Times,René Guénon,2004.0,English,Hardback,https://www.libristo.pl/book/reign-of-quantity-and-the-signs-of-the-times-7418913.html,199.04,0
Bayonne and Toulouse 1813-14,Nick Lipscombe,2014.0,English,Paperback,https://www.libristo.pl/book/bayonne-and-toulouse-1813-14.html,95.67,10
Occult Underground,James Webb,0.0,English,Paperback,https://www.libristo.pl/book/occult-underground.html,214.32,0
Hermetic Astrology,Oliver St John,2015.0,English,Paperback,https://www.libristo.pl/book/hermetic-astrology-10810797.html,118.07,0
Fixed Stars and Constellations in Astrology - A Practical Application,-,2019.0,English,Paperback,https://www.libristo.pl/book/the-fixed-stars-and-constellations-in-astrology-a-practical-application_25026161.html,274.59,0
Cultivating Stillness,Eva Wong,1992.0,English,Paperback,https://www.libristo.pl/book/cultivating-stillness.html,102.88,6
Early Socratic Dialogues,Chris Emlyn-Jones,2005.0,English,Paperback,https://www.libristo.pl/book/early-socratic-dialogues.html,57.99,16
Zookeeper's Wife,Diane Ackerman,2008.0,English,Paperback,https://www.libristo.pl/book/zookeeper-s-wife-4067800.html,50.01,5
The Ascent of Money,Niall Ferguson,2019.0,English,Paperback,https://www.libristo.pl/book/ascent-of-money_21993599.html,73.93,15
City of Immortals,"Campbell, Carolyn",2019.0,English,Paperback,https://www.libristo.pl/book/city-of-immortals_22185650.html,120.35,2
Pursuit Of The Millennium,Norman Cohn,1993.0,English,Paperback,https://www.libristo.pl/book/pursuit-of-the-millennium.html,99.09,16
Power of a Praying Woman,Stormie Omartian,2014.0,English,Paperback,https://www.libristo.pl/book/power-of-a-praying-woman-6664349.html,78.49,16
Art of Peace,Morihei Ueshiba,1992.0,English,Paperback,https://www.libristo.pl/book/art-of-peace.html,22.58,14
With the Old Breed,Eugene B. 'Sledgehamer' Sledge,2007.0,English,Paperback,https://www.libristo.pl/book/with-the-old-breed-vom-alten-schlag-englische-ausgabe.html,48.87,5
Aphorisms on Love and Hate,Friedrich Nietzsche,2015.0,English,Paperback,https://www.libristo.pl/book/aphorisms-on-love-and-hate.html,16.13,14
Waking Up,Sam Harris,2015.0,English,Paperback,https://www.libristo.pl/book/waking-up-9506079.html,48.5,14
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,2014.0,English,Paperback,https://www.libristo.pl/book/zen-and-the-art-of-motorcycle-maintenance-2686320.html,54.0,14
The Neville Goddard Collection,Neville Goddard,2016.0,English,Paperback,https://www.libristo.pl/book/neville-goddard-collection.html,181.19,0
Journey of Souls,Michael Newton,2002.0,English,Paperback,https://www.libristo.pl/book/journey-of-souls.html,94.53,2
Boundaries Updated and Expanded Edition,"Cloud, Dr. Henry, Ph.D., John Townsend",2017.0,English,Paperback,https://www.libristo.pl/book/boundaries-16056217.html,68.24,16
The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,2010.0,English,Paperback,https://www.libristo.pl/book/secret-diaries-of-miss-anne-lister.html,57.99,16
"Zen Mind, Beginner's Mind","Shunryu Suzuki, Richard Baker, Trudy Dixon",2005.0,English,Hardback,https://www.libristo.pl/book/zen-mind-beginner-s-mind-12331837.html,94.53,6
Rise And Fall Of The Third Reich,William Shirer,1991.0,English,Paperback,https://www.libristo.pl/book/rise-and-fall-of-the-third-reich.html,104.21,16
Egyptian Mythology,"Pinch, Geraldine (Egyptologist, The Oriental Institute of Oxford University)",2004.0,English,Paperback,https://www.libristo.pl/book/egyptian-mythology-4031724.html,103.07,0
Myth of Sisyphus,Albert Camus,2000.0,English,Paperback,https://www.libristo.pl/book/myth-of-sisyphus-4026867.html,52.86,16
Underground,Haruki Murakami,2003.0,English,Paperback,https://www.libristo.pl/book/underground-4017181.html,48.31,14
Prose Edda,Snorri Sturluson,2005.0,English,Paperback,https://www.libristo.pl/book/prose-edda-4024496.html,52.86,16
Mythology,Edith Hamilton,2011.0,English,Paperback,https://www.libristo.pl/book/mythology.html,48.5,14
A Course in Miracles,Foundation for Inner Peace,2008.0,English,Paperback,https://www.libristo.pl/book/course-in-miracles-2197857.html,159.55,0
Mere Christianity,C. S. Lewis,2012.0,English,Paperback,https://www.libristo.pl/book/mere-christianity.html,50.2,15
Screwtape Letters,C S Lewis,2012.0,English,Paperback,https://www.libristo.pl/book/screwtape-letters.html,52.86,16
From Third World to First,Lee Kuan Yew,2011.0,English,Paperback,https://www.libristo.pl/book/from-third-world-to-first.html,68.24,16
Romance of the Three Kingdoms Volume 1,C.H. Brewitt-Taylor,2002.0,English,Paperback,https://www.libristo.pl/book/romance-of-the-three-kingdoms.html,133.64,1
Essential Marcus Aurelius,Jacob Needleman,2008.0,English,Paperback,https://www.libristo.pl/book/essential-marcus-aurelius.html,57.23,5
October,China Mieville,2018.0,English,Paperback,https://www.libristo.pl/book/october-16394691.html,62.35,10
Athanasius Kircher's Theatre of the World,Joscelyn Godwin,2015.0,English,Paperback,https://www.libristo.pl/book/athanasius-kircher-s-theatre-of-the-world-6794032.html,155.38,16
Tibetan Book of the Dead,W Y Evans-Wentz,2000.0,English,Paperback,https://www.libristo.pl/book/tibetan-book-of-the-dead-4031487.html,63.11,16
Discover Atlantis,Diana Cooper,2006.0,English,Paperback,https://www.libristo.pl/book/discover-atlantis.html,57.99,16
From Intellect to Intuition,Alice A. Bailey,1972.0,English,Paperback,https://www.libristo.pl/book/from-intellect-to-intuition.html,66.53,0
Brief History of Korea,Michael J. Seth,2019.0,English,Paperback,https://www.libristo.pl/book/a-brief-history-of-korea-isolation-war-and-economic-revival-the-fascinating-story-of-a-resilient-people_21139948.html,73.36,16
Ark Before Noah: Decoding the Story of the Flood,Irving Finkel,2014.0,English,Paperback,https://www.libristo.pl/book/ark-before-noah-decoding-the-story-of-the-flood.html,57.99,16
Orleans 1429,David Nicolle,2001.0,English,Paperback,https://www.libristo.pl/book/orleans-1429.html,102.88,9
Terra Nullius,Sven Lindqvist,2012.0,English,Paperback,https://www.libristo.pl/book/terra-nullius.html,63.11,16
Tao Te Ching,Lao Tzu,2006.0,English,Paperback,https://www.libristo.pl/book/tao-te-ching-1348748.html,53.05,6
Agincourt 1415,Matthew Bennett,1991.0,English,Paperback,https://www.libristo.pl/book/agincourt-1415-4300277.html,95.67,10
Hidden Gospel,Neil Douglas-Klotz,2001.0,English,Paperback,https://www.libristo.pl/book/the-hidden-gospel-decoding-the-spiritual-message-of-the-aramaic-jesus.html,89.98,0
Concise History of Japan,Brett Walker,2015.0,English,Paperback,https://www.libristo.pl/book/a-concise-history-of-japan.html,139.14,0
"NRSV, Catholic Bible, Journal Edition, Cloth over Board, Blue, Comfort Print",Thomas Nelson,2020.0,English,Hardback,https://www.libristo.pl/book/nrsv-catholic-bible-journal-edition-cloth-over-board-blue-comfort-print_25258686.html,258.74,0
Who Financed Hitler,"James, Pool",1997.0,English,Paperback,https://www.libristo.pl/book/who-financed-hitler.html,148.73,0
Justinian II,Peter Crawford,2021.0,English,Hardback,https://www.libristo.pl/book/justinian-ii_35568072.html,155.75,16
Aramaic,Stephen A Missick,2009.0,English,Paperback,https://www.libristo.pl/book/aramaic.html,98.52,0
Bhagavad Gita as it is [Arabic],His Divine Grace A.C. Bhaktivedanta Swami Prabhupada,2018.0,English,Paperback,https://www.libristo.pl/book/bhagavad-gita-as-it-is-arabic_38639025.html,34.07,0
Koran,J. M. Rodwell,2005.0,English,Paperback,https://www.libristo.pl/book/the-koran-2566997.html,37.48,10
NIV Thinline Black Leather Bible,New International Version,2014.0,English,Hardback,https://www.libristo.pl/book/niv-thinline-bible-2706710.html,130.03,16
Talavera 1809,René Chartrand,2013.0,English,Paperback,https://www.libristo.pl/book/talavera-1809.html,95.67,10
Wittgenstein - The Way Out of the Fly-Bottle,Severin Schroeder,2006.0,English,Paperback,https://www.libristo.pl/book/wittgenstein.html,121.11,0
Why I Am so Clever,Friedrich Nietzsche,2016.0,English,Paperback,https://www.libristo.pl/book/why-i-am-so-clever.html,12.9,35
Meditations,Marcus Aurelius Antoninus,2014.0,English,Hardback,https://www.libristo.pl/book/meditations-2715625.html,72.99,14
Letters from a Stoic,Seneca,2004.0,English,Paperback,https://www.libristo.pl/book/letters-from-a-stoic.html,52.86,16
The Satanic Rituals,Anton Szandor Lavey,1998.0,English,Paperback,https://www.libristo.pl/book/satanic-rituals.html,42.61,16
Beyond Good and Evil,Friedrich Nietzsche,2003.0,English,Paperback,https://www.libristo.pl/book/beyond-good-and-evil-4024573.html,52.86,16
Discourses and Selected Writings,Epictetus,2008.0,English,Paperback,https://www.libristo.pl/book/discourses-and-selected-writings.html,57.99,16
Holy Qur'an,Abdullah Yusuf Ali,2000.0,English,Paperback,https://www.libristo.pl/book/holy-qur-an-4298402.html,26.95,1
Thus Spoke Zarathustra - The Philosophy Classic,Friedrich Nietzsche,2022.0,English,Hardback,https://www.libristo.pl/book/thus-spake-zarathustra_36541068.html,52.1,24
Witchcraft. The Library of Esoterica,"Jessica Hundley, Pam Grossman",2022.0,English,Hardback,https://www.libristo.pl/book/witchcraft-the-library-of-esoterica_35618074.html,125.67,5
On the Shortness of Life,Lucius Annaeus Seneca,2004.0,English,Paperback,https://www.libristo.pl/book/on-the-shortness-of-life.html,35.59,15
"Human, All Too Human & Beyond Good and Evil",Friedrich Nietzsche,2015.0,English,Paperback,https://www.libristo.pl/book/human-all-too-human-beyond-good-and-evil.html,27.14,16
The Way of the Shaman,Michael Harner,1990.0,English,Paperback,https://www.libristo.pl/book/way-of-the-shaman.html,82.29,6
"Discourses, Fragments, Handbook",Epictetus Epictetus,2014.0,English,Paperback,https://www.libristo.pl/book/discourses-fragments-handbook.html,50.2,15
Socrates' Defence,Plato,2015.0,English,Paperback,https://www.libristo.pl/book/socrates-defence.html,13.47,32
"Guns, Germs, and Steel",Jared Diamond,2017.0,English,Paperback,https://www.libristo.pl/book/guns-germs-steel-14574219.html,50.01,5
Lying,Sam Harris,2013.0,English,Hardback,https://www.libristo.pl/book/lying.html,68.05,10
Beyond Good and Evil,Friedrich Nietzsche,2019.0,English,Hardback,https://www.libristo.pl/book/beyond-good-and-evil_22477215.html,56.66,25
The Fourth Turning,"William Strauss, Neil Howe",1997.0,English,Paperback,https://www.libristo.pl/book/fourth-turning-an-american-prophecy.html,73.93,15
NIV Holy Bible (Hodder Classics),New International Version,2015.0,English,Paperback,https://www.libristo.pl/book/niv-holy-bible-9240656.html,37.29,16
Supernatural,Graham Hancock,2006.0,English,Paperback,https://www.libristo.pl/book/supernatural-4017566.html,68.24,16
